id,date,duration,progress,class,campus,internet,first,today,spend,num_crse_reported_pay,num_crse_reported,num_crse_details_pay,num_crse_details,num_crse_pay,num_crse,spend_per_crse_pay,spend_per_crse,pct_crse_pay,campus_bryan,campus_dist,campus_ftw,campus_steph,campus_waco,electronics_desktop,electronics_laptop,electronics_smartphone,electronics_tablet,sources_campus_bookstore,sources_different_edition,sources_from_instructor,sources_online,sources_other,sources_sharing_/_borrowing,why_cost,why_course_changes,why_delayed_order,why_didn't_know_what_materials_are_required,why_didn't_think_i_would_need_them_on_the_first_day,why_other_(please_specify),why_waiting_for_scholarships/financial_aid
r_5jrftmupjiyq7m9,2024-01-23 17:39:51,128,100,4_sr,dist,1_yes_internet,3_all_first,3_all_today,255,4,4,,,4,4,64,64,100,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
r_5jvyfbjxq0p4l4x,2024-01-25 16:06:56,149948,100,4_sr,steph,1_yes_internet,0_none_first,0_none_today,0,1,3,,3,1,3,0,0,33,False,False,False,True,False,False,True,True,False,True,False,False,True,False,False,True,False,False,False,True,False,True
r_5jwdqblixosyc9o,2024-01-30 16:48:18,135,48,3_jr,waco,0_no_internet,1_some_first,2_most_today,1144,6,6,,1,6,6,191,191,100,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False
r_5k5yua9zb3yfyfp,2024-01-24 08:58:10,64,100,2_so,steph,1_yes_internet,1_some_first,2_most_today,450,4,6,,,4,6,112,75,67,False,False,False,True,False,False,True,True,False,True,False,False,True,False,False,True,False,True,False,False,False,False
r_5k70awx4hoh92ru,2024-01-24 16:24:55,701,100,2_so,steph,1_yes_internet,1_some_first,2_most_today,820,7,7,,7,7,7,117,117,100,False,False,False,True,False,False,True,True,False,True,False,False,True,True,False,True,False,False,True,True,True,True
r_5kfgelhqtirqxlt,2024-02-02 13:52:14,117,48,3_jr,steph,1_yes_internet,1_some_first,3_all_today,177,5,5,,,5,5,35,35,100,False,False,False,True,False,False,True,True,False,False,False,False,True,True,True,False,False,True,True,False,False,False
r_5khtkiy00czjq9t,2024-01-23 15:30:16,156,100,5_gr,dist,1_yes_internet,2_most_first,3_all_today,148,2,2,,2,2,2,74,74,100,False,True,False,False,False,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False
r_5khw2kibqqzqhdo,2024-01-23 15:36:14,212,100,0_other,steph,1_yes_internet,0_none_first,3_all_today,70,1,1,,1,1,1,70,70,100,False,False,False,True,False,False,True,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False
r_5kpx0cclmqctn4v,2024-02-01 20:14:53,11059,26,5_gr,ftw,0_no_internet,,,,3,3,,,3,3,,,100,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
r_5krnipvbtjhntku,2024-01-24 11:04:40,737,100,3_jr,steph,1_yes_internet,0_none_first,3_all_today,102,1,6,,,1,6,102,17,17,False,False,False,True,False,True,True,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False
r_5kw6kbufjxbirh7,2024-01-30 22:30:39,88,59,3_jr,steph,1_yes_internet,1_some_first,2_most_today,300,4,6,,1,4,6,75,50,67,False,False,False,True,False,True,True,True,True,False,False,True,True,False,False,False,False,True,True,True,False,False
r_5kwc0nbhmmrztwa,2024-02-02 01:51:02,105,48,2_so,steph,1_yes_internet,2_most_first,3_all_today,590,4,6,,,4,6,148,98,67,False,False,False,True,False,False,True,True,False,False,False,False,True,False,True,True,False,False,False,False,False,False
r_5kz9qthuqsmhnn7,2024-01-23 15:27:28,77,100,2_so,steph,1_yes_internet,1_some_first,2_most_today,350,5,5,,,5,5,70,70,100,False,False,False,True,False,True,True,True,True,False,False,False,True,False,False,True,False,False,True,False,False,True
r_5l3rmwcwpuxhwgb,2024-01-25 07:00:57,160,100,4_sr,dist,1_yes_internet,1_some_first,3_all_today,270,2,2,,2,2,2,135,135,100,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False
r_5l4aw5vvl6szgvc,2024-01-24 09:10:47,319,100,4_sr,bryan,1_yes_internet,0_none_first,2_most_today,1000,4,4,,4,4,4,250,250,100,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False
r_5l8v8jrkzuww2b3,2024-02-02 01:39:42,247,26,5_gr,dist,1_yes_internet,,,,2,3,,,2,3,,,67,False,True,False,False,False,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
r_5ldzx2s7hfhexnz,2024-01-31 07:57:19,233,48,3_jr,steph,1_yes_internet,2_most_first,3_all_today,64,4,7,,,4,7,16,9,57,False,False,False,True,False,False,True,True,False,True,False,False,True,False,False,True,False,False,True,True,False,False
r_5lga7wvjq8svdmn,2024-01-23 15:35:07,308,100,4_sr,steph,1_yes_internet,0_none_first,0_none_today,434,3,5,,5,3,5,145,87,60,False,False,False,True,False,True,True,True,True,False,True,False,True,False,False,True,True,False,True,True,False,True
r_5lilbb5gcsfu9jw,2024-01-28 16:09:00,198,100,5_gr,ftw,1_yes_internet,1_some_first,3_all_today,99,1,2,,,1,2,99,50,50,False,False,True,False,False,False,True,True,False,True,False,True,False,False,False,True,False,False,True,False,False,False
r_5lyevrshukkeips,2024-02-01 18:14:00,145,48,5_gr,steph,0_no_internet,0_none_first,3_all_today,142,2,3,,,2,3,71,47,67,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True
r_5lyzlm4nvvz7st8,2024-02-01 19:56:23,128,48,3_jr,dist,1_yes_internet,0_none_first,1_some_today,853,6,6,,,6,6,142,142,100,False,True,False,False,False,True,True,True,False,False,False,False,True,True,True,True,False,False,False,False,True,True
r_5m2sqrjhjqqruyx,2024-01-30 17:04:21,102,48,4_sr,steph,1_yes_internet,1_some_first,3_all_today,705,5,5,,,5,5,141,141,100,False,False,False,True,False,False,True,True,True,True,False,True,True,False,False,True,False,False,True,False,False,False
r_5maqzko0psvl9rt,2024-01-24 10:50:13,291,100,3_jr,steph,1_yes_internet,0_none_first,3_all_today,201,4,5,,5,4,5,50,40,80,False,False,False,True,False,False,True,False,True,False,False,False,True,False,False,True,False,False,False,True,False,False
r_5mg290uvdnuyqs9,2024-01-23 16:36:15,456,100,2_so,steph,1_yes_internet,3_all_first,3_all_today,660,5,5,,5,5,5,132,132,100,False,False,False,True,False,False,True,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False
r_5mi8rfi6zhyhq01,2024-01-30 18:59:11,79,48,2_so,steph,1_yes_internet,0_none_first,2_most_today,201,2,5,,,2,5,100,40,40,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False
r_5mvwi3uhb6j7dgx,2024-01-30 18:01:16,510,48,1_fr,steph,1_yes_internet,1_some_first,3_all_today,700,6,6,,,6,6,117,117,100,False,False,False,True,False,False,True,True,False,False,False,False,True,False,False,True,False,False,True,False,False,False
r_5mwkisfifazktat,2024-01-27 01:10:26,210,100,1_fr,steph,1_yes_internet,1_some_first,3_all_today,499,5,5,,5,5,5,100,100,100,False,False,False,True,False,False,True,True,False,True,False,False,True,False,False,True,False,False,True,True,False,True
r_5n7m13i5atnzmqv,2024-01-23 16:42:03,310,100,4_sr,dist,1_yes_internet,1_some_first,3_all_today,504,4,5,,5,4,5,126,101,80,False,True,False,False,False,False,True,True,False,True,False,False,True,False,False,True,False,False,True,False,False,False
r_5n9p4xaxeqcrafq,2024-01-23 20:51:57,349,100,4_sr,steph,0_no_internet,1_some_first,1_some_today,1000,4,4,,4,4,4,250,250,100,False,False,False,True,False,False,True,True,False,False,False,True,True,False,False,True,False,False,False,False,False,False
r_5nbgimy5zuxpzdz,2024-01-31 00:18:16,1585,48,4_sr,dist,1_yes_internet,1_some_first,1_some_today,729,3,4,,1,3,4,243,182,75,False,True,False,False,False,False,True,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False
r_5nfljddbxdgvpuo,2024-02-01 13:46:40,115,48,4_sr,steph,1_yes_internet,0_none_first,2_most_today,75,3,5,,,3,5,25,15,60,False,False,False,True,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False
r_5nm0gp6vjvuz0vx,2024-01-24 00:50:17,386,100,3_jr,dist,1_yes_internet,1_some_first,3_all_today,223,3,3,,3,3,3,74,74,100,False,True,False,False,False,False,True,True,False,False,False,False,True,True,True,True,False,True,True,False,False,False
r_5nsog7x7fizzojv,2024-01-23 20:31:41,55,100,4_sr,steph,1_yes_internet,,,,0,5,,,0,5,,,0,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
r_5nz4cld02cellkr,2024-01-31 12:37:51,104,48,3_jr,steph,1_yes_internet,0_none_first,1_some_today,466,5,5,,1,5,5,93,93,100,False,False,False,True,False,False,True,True,False,False,False,False,True,False,False,True,False,False,False,True,False,False
r_5ojebyifxdtdnxf,2024-01-24 17:45:12,267,100,5_gr,dist,1_yes_internet,2_most_first,3_all_today,145,2,2,,2,2,2,72,72,100,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False
r_5oqcpzlr20opagk,2024-02-03 21:15:36,81,48,1_fr,steph,1_yes_internet,2_most_first,3_all_today,1000,6,6,,1,6,6,167,167,100,False,False,False,True,False,True,True,True,False,False,False,False,True,False,False,True,True,False,False,True,False,False
r_5ouwrp7uw9rn34y,2024-01-25 15:06:35,117,100,4_sr,steph,1_yes_internet,2_most_first,3_all_today,330,2,4,,,2,4,165,82,50,False,False,False,True,False,False,True,True,True,True,False,True,False,False,False,False,False,True,False,False,False,False
r_5paqxrzadxt4gh4,2024-01-24 20:18:29,111,100,3_jr,steph,1_yes_internet,0_none_first,2_most_today,391,4,4,,,4,4,98,98,100,False,False,False,True,False,False,True,True,True,True,False,True,True,False,False,True,False,True,True,True,False,False
r_5pcaab1u32rnplk,2024-01-25 14:54:43,20090,100,1_fr,steph,1_yes_internet,2_most_first,3_all_today,501,4,7,,7,4,7,125,72,57,False,False,False,True,False,False,True,True,True,False,False,False,True,False,False,False,False,False,True,True,False,False
r_5pffqovzoudown3,2024-01-31 15:14:24,287,56,1_fr,steph,1_yes_internet,1_some_first,1_some_today,39,4,5,,4,4,5,10,8,80,False,False,False,True,False,False,True,True,False,False,True,False,True,False,False,True,False,False,False,False,False,False
r_5picrorgywv3sfe,2024-01-24 09:52:25,174,100,3_jr,dist,1_yes_internet,1_some_first,2_most_today,249,4,4,,4,4,4,62,62,100,False,True,False,False,False,False,True,True,True,False,False,False,True,False,True,True,False,True,True,False,False,False
r_5pnbsl8ofidrot8,2024-01-29 14:26:43,1030,100,4_sr,steph,1_yes_internet,0_none_first,1_some_today,523,4,5,,5,4,5,131,105,80,False,False,False,True,False,False,True,True,True,False,False,False,True,False,False,False,False,False,True,True,False,True
r_5pnxzaeosmvxydc,2024-01-26 09:25:40,306,100,3_jr,steph,1_yes_internet,0_none_first,1_some_today,375,5,6,,6,5,6,75,62,83,False,False,False,True,False,False,True,False,True,True,False,False,False,False,False,True,False,False,False,False,True,False
r_5ppgowmbospvx4d,2024-01-31 09:13:27,190,48,2_so,steph,1_yes_internet,1_some_first,3_all_today,799,4,6,,1,4,6,200,133,67,False,False,False,True,False,False,True,True,False,True,False,True,True,False,False,True,False,False,True,False,False,True
r_5psjolcj5oyzbdy,2024-02-01 10:47:46,399,48,3_jr,steph,1_yes_internet,0_none_first,1_some_today,362,4,5,,,4,5,90,72,80,False,False,False,True,False,False,True,True,False,True,False,False,True,False,False,True,False,False,True,True,False,False
r_5pslzmvqwensdew,2024-01-23 20:17:54,186,100,3_jr,dist,1_yes_internet,0_none_first,0_none_today,201,3,3,,3,3,3,67,67,100,False,True,False,False,False,True,True,True,True,False,False,False,True,False,False,False,False,False,False,True,False,False
r_5pvzf57wsjhfb9c,2024-01-30 16:38:34,28,26,1_fr,steph,1_yes_internet,,,,2,5,,,2,5,,,40,False,False,False,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
r_5pw1m5bqdfniug1,2024-02-01 15:27:08,265,100,4_sr,dist,1_yes_internet,1_some_first,3_all_today,300,4,4,,4,4,4,75,75,100,False,True,False,False,False,False,True,True,True,True,False,False,True,False,False,False,False,True,True,False,False,False
r_5pwcqqouf6udrb4,2024-02-01 15:53:16,95210,48,4_sr,steph,1_yes_internet,0_none_first,3_all_today,448,6,6,,,6,6,75,75,100,False,False,False,True,False,False,True,True,True,True,False,False,False,True,False,False,False,False,False,False,True,False
r_5pwuyuijrlovpld,2024-01-23 19:45:17,59,100,4_sr,steph,0_no_internet,3_all_first,3_all_today,660,4,4,,,4,4,165,165,100,False,False,False,True,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False
r_5pyt70hevtrwybz,2024-01-24 13:09:27,155,100,5_gr,ftw,1_yes_internet,2_most_first,3_all_today,,3,3,,3,3,3,,,100,False,False,True,False,False,False,True,True,False,False,True,False,True,False,False,True,False,False,False,False,False,False
r_5q4clitf0uhy4bv,2024-01-23 16:48:50,394,100,3_jr,steph,1_yes_internet,2_most_first,3_all_today,303,4,5,,,4,5,76,61,80,False,False,False,True,False,False,True,True,True,True,False,False,True,False,False,False,False,False,False,True,False,False
r_5q5baj4uimxnvev,2024-01-24 14:18:43,732,100,1_fr,steph,1_yes_internet,0_none_first,1_some_today,601,5,6,,6,5,6,120,100,83,False,False,False,True,False,False,True,True,False,True,True,False,True,False,True,True,False,False,True,True,False,True
r_5q7cvhrxnsrgbnk,2024-01-24 16:43:59,343,100,2_so,steph,0_no_internet,0_none_first,1_some_today,397,6,6,,6,6,6,66,66,100,False,False,False,True,False,False,True,True,True,True,False,False,True,False,True,True,True,False,True,False,True,True
r_5q7zfwppbrwegnf,2024-01-24 13:53:52,254,100,1_fr,steph,1_yes_internet,2_most_first,3_all_today,206,1,4,,4,1,4,206,52,25,False,False,False,True,False,False,True,True,False,False,False,True,False,False,False,True,False,False,True,True,False,False
r_5qdnpc3dzed1ikq,2024-01-24 12:24:49,280,100,4_sr,dist,0_no_internet,1_some_first,3_all_today,470,4,4,,4,4,4,118,118,100,False,True,False,False,False,True,False,True,False,True,False,False,True,False,False,False,False,False,False,False,True,False
r_5qhu00cefigkaty,2024-02-01 17:12:46,91,48,3_jr,dist,1_yes_internet,0_none_first,3_all_today,397,4,4,,,4,4,99,99,100,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,True,True,False,False,False
r_5qkaltdoptkq1vm,2024-01-25 15:05:35,93,100,1_fr,steph,1_yes_internet,2_most_first,2_most_today,198,2,5,,,2,5,99,40,40,False,False,False,True,False,False,False,True,True,False,False,False,True,False,False,False,False,True,False,False,False,False
r_5qktlb6vc0krgpr,2024-01-31 14:00:06,75,48,5_gr,ftw,1_yes_internet,2_most_first,3_all_today,94,2,2,,,2,2,47,47,100,False,False,True,False,False,False,True,True,True,False,False,False,True,False,False,True,False,False,False,False,False,False
r_5qlivwu5wkkysjc,2024-01-29 22:01:28,143,100,5_gr,dist,1_yes_internet,1_some_first,3_all_today,188,2,2,,,2,2,94,94,100,False,True,False,False,False,True,True,True,True,True,False,False,True,False,True,True,False,False,False,False,True,False
r_5qvfwvzvyzads26,2024-01-25 11:46:53,214,100,5_gr,dist,1_yes_internet,1_some_first,2_most_today,282,2,2,,2,2,2,141,141,100,False,True,False,False,False,False,True,True,False,False,False,True,True,False,False,True,False,False,False,False,False,False
r_5r4dzdi7ihwnarh,2024-01-23 16:39:46,82,100,5_gr,dist,1_yes_internet,1_some_first,3_all_today,188,3,3,,,3,3,63,63,100,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,True,True,True,False,False,False,False
r_5r78opbvarz90v0,2024-01-23 22:38:03,123,100,4_sr,dist,1_yes_internet,1_some_first,2_most_today,300,5,7,,,5,7,60,43,71,False,True,False,False,False,True,True,True,False,False,False,True,True,True,False,True,False,False,True,True,False,False
r_5rldr7m3keexels,2024-01-24 14:13:43,776,100,3_jr,steph,1_yes_internet,1_some_first,2_most_today,83,1,5,,5,1,5,83,17,20,False,False,False,True,False,False,True,True,True,False,False,False,True,False,False,False,False,False,True,True,False,False
r_5rogufnjo9bxpm8,2024-02-01 19:07:04,133,48,2_so,steph,1_yes_internet,0_none_first,2_most_today,0,6,8,,,6,8,0,0,75,False,False,False,True,False,True,False,True,True,False,False,False,True,False,False,True,False,False,True,False,False,True
r_5rqlqs7kqyzzjkl,2024-01-24 13:01:53,59,100,0_hs,dist,1_yes_internet,,,,0,1,,,0,1,,,0,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
r_5rqzyhtgw11noez,2024-02-02 12:01:01,226,100,4_sr,dist,1_yes_internet,0_none_first,3_all_today,340,2,3,,3,2,3,170,113,67,False,True,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False
r_5rrcrxstmtuoyzb,2024-01-30 18:19:46,34,26,2_so,steph,1_yes_internet,,,,2,5,,,2,5,,,40,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
r_5rzgyjgk7fh4y57,2024-01-23 19:01:47,440,100,1_fr,steph,1_yes_internet,1_some_first,3_all_today,450,4,5,,5,4,5,112,90,80,False,False,False,True,False,False,True,True,False,True,False,False,True,False,False,True,False,False,False,False,False,False
r_5s5fvyhbebqo9ah,2024-01-31 08:55:10,43,26,1_fr,steph,1_yes_internet,,,,5,7,,,5,7,,,71,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
r_5sablmrckqs1wf8,2024-01-31 10:55:28,254,100,4_sr,steph,1_yes_internet,0_none_first,1_some_today,201,4,5,,5,4,5,50,40,80,False,False,False,True,False,False,True,True,True,False,False,False,True,False,False,True,False,False,True,True,False,False
r_5se2yvjqpzevbhn,2024-01-24 13:03:09,50,100,4_sr,steph,1_yes_internet,,,,0,6,,,0,6,,,0,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
r_5sskxh6ntgxlmiv,2024-02-01 11:26:51,262,100,3_jr,dist,1_yes_internet,3_all_first,3_all_today,201,2,4,,4,2,4,100,50,50,False,True,False,False,False,False,True,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False
r_5sz4jhktfgymu4h,2024-01-24 15:33:35,354,100,2_so,steph,1_yes_internet,0_none_first,2_most_today,351,3,6,,6,3,6,117,58,50,False,False,False,True,False,False,True,False,False,False,False,True,True,False,False,True,False,False,True,False,False,False
r_5tckkdeen7pd67f,2024-01-26 12:45:46,324,100,3_jr,ftw,1_yes_internet,1_some_first,3_all_today,201,4,5,,5,4,5,50,40,80,False,False,True,False,False,False,True,True,False,False,True,True,True,False,True,True,False,False,True,False,False,False
r_5tg4vtluy7wrto9,2024-01-25 09:56:34,40,100,5_gr,dist,1_yes_internet,,,,0,2,,,0,2,,,0,False,True,False,False,False,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
r_5tkybitmky9ju4b,2024-01-24 20:56:32,212,100,4_sr,steph,1_yes_internet,1_some_first,2_most_today,351,3,4,,4,3,4,117,88,75,False,False,False,True,False,True,True,True,False,False,False,True,True,False,False,True,False,False,False,False,False,True
r_5tmvqo2pixjuppn,2024-01-24 13:54:26,271,100,2_so,steph,1_yes_internet,0_none_first,3_all_today,190,3,5,,5,3,5,63,38,60,False,False,False,True,False,False,True,False,True,False,False,False,True,True,False,False,False,False,True,False,False,False
r_5trcpsinc6zugwi,2024-01-28 20:03:27,197,100,4_sr,steph,1_yes_internet,1_some_first,3_all_today,353,4,4,,4,4,4,88,88,100,False,False,False,True,False,False,True,True,True,False,True,True,True,False,False,False,False,False,True,False,False,False
r_5tv2vxb3eizltli,2024-01-30 21:24:42,632,56,3_jr,steph,1_yes_internet,0_none_first,0_none_today,601,6,6,,1,6,6,100,100,100,False,False,False,True,False,False,True,True,False,True,False,False,True,False,True,True,False,True,True,False,False,True
r_5tvusilpcixv75d,2024-02-01 09:23:03,130,48,5_gr,dist,1_yes_internet,0_none_first,2_most_today,,4,4,,2,4,4,,,100,False,True,False,False,False,False,True,True,True,False,False,False,False,False,True,True,False,False,False,False,False,False
r_5u8favnkzgcsjdr,2024-01-26 20:04:30,297,100,3_jr,steph,1_yes_internet,3_all_first,3_all_today,145,2,4,,4,2,4,72,36,50,False,False,False,True,False,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False
r_5ueqoqlmdwrsbnh,2024-01-24 10:34:13,469,100,3_jr,steph,1_yes_internet,1_some_first,3_all_today,404,4,8,,8,4,8,101,50,50,False,False,False,True,False,False,False,True,True,True,True,False,True,False,False,True,False,True,False,True,False,False
r_5ugr252qi7gfskg,2024-01-24 09:11:04,63,100,0_hs,dist,1_yes_internet,,,,0,1,,,0,1,,,0,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
r_5unfxprmy0ygmjr,2024-01-23 15:22:56,84,100,4_sr,steph,0_no_internet,2_most_first,3_all_today,182,3,5,,,3,5,61,36,60,False,False,False,True,False,False,True,True,False,True,False,False,True,False,False,False,False,False,False,True,False,False
r_5uqwg9corzxjei9,2024-01-23 21:43:49,32,100,4_sr,dist,0_no_internet,,,,0,1,,,0,1,,,0,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
r_5uup1l5pzxwt9gb,2024-01-28 15:52:09,147,100,2_so,steph,1_yes_internet,1_some_first,2_most_today,260,3,4,,,3,4,87,65,75,False,False,False,True,False,False,True,True,False,True,False,True,False,False,False,True,False,False,False,True,False,False
r_5v0ycxts3s0r59n,2024-01-24 13:58:49,83,100,3_jr,dist,1_yes_internet,,,,0,2,,,0,2,,,0,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
r_5vclh2f0fhxwym9,2024-01-23 20:29:18,50,100,4_sr,steph,1_yes_internet,3_all_first,2_most_today,464,5,6,,,5,6,93,77,83,False,False,False,True,False,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False
r_5vez2yoxihb86vx,2024-01-24 09:00:11,225,100,4_sr,steph,1_yes_internet,3_all_first,3_all_today,0,3,3,,3,3,3,0,0,100,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
r_5vs9361inhyzbxd,2024-01-30 08:41:35,63119,100,0_hs,dist,1_yes_internet,,,,0,1,,,0,1,,,0,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
r_5vw0cddr1dowhkg,2024-01-25 07:47:51,170,100,1_fr,steph,1_yes_internet,0_none_first,3_all_today,198,2,5,,5,2,5,99,40,40,False,False,False,True,False,False,True,True,False,False,False,False,True,False,False,True,False,False,True,True,False,False
r_5vxap9wftlvsmij,2024-01-26 12:32:07,123,100,4_sr,steph,1_yes_internet,0_none_first,3_all_today,249,3,3,,,3,3,83,83,100,False,False,False,True,False,True,True,True,False,True,False,False,True,False,False,False,False,False,False,True,False,False
r_5vxd7ntsf5wahkn,2024-01-30 19:45:01,94,26,0_other,dist,1_yes_internet,,,,1,3,,,1,3,,,33,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
r_5wgapxgdcldo2nx,2024-01-29 09:31:55,303,100,4_sr,steph,1_yes_internet,1_some_first,3_all_today,225,3,5,,5,3,5,75,45,60,False,False,False,True,False,False,True,True,False,False,False,True,True,False,False,False,False,False,False,True,False,False
r_5wvnetsmwlxm6ix,2024-01-25 22:53:32,204,100,5_gr,ftw,1_yes_internet,0_none_first,1_some_today,150,1,3,,3,1,3,150,50,33,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False
r_5wyscuevfqb2w3v,2024-01-31 21:33:29,300,100,5_gr,dist,0_no_internet,0_none_first,3_all_today,271,2,2,,2,2,2,136,136,100,False,True,False,False,False,True,True,False,False,False,False,False,True,True,False,False,False,True,False,False,False,False
r_5wyvenarjwhunrr,2024-01-24 15:23:02,221,100,3_jr,dist,1_yes_internet,2_most_first,3_all_today,262,2,2,,2,2,2,131,131,100,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False
r_5xkmzeiakdpg3m1,2024-01-30 17:49:43,2292,48,3_jr,waco,1_yes_internet,1_some_first,3_all_today,,4,4,,,4,4,,,100,False,False,False,False,True,False,True,True,True,False,False,False,True,False,False,False,False,False,True,True,False,True
r_5xl9uzeihzai7iv,2024-01-24 13:02:32,96,100,0_hs,dist,1_yes_internet,,,,0,2,,,0,2,,,0,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
r_5xluobrlj3lixyr,2024-01-30 15:21:40,118,70,3_jr,steph,1_yes_internet,2_most_first,2_most_today,,2,3,,3,2,3,,,67,False,False,False,True,False,False,True,True,True,False,False,False,True,False,False,False,False,False,False,True,False,False
r_5xnipdprakjke1r,2024-01-29 15:36:06,74,100,2_so,steph,1_yes_internet,1_some_first,3_all_today,239,2,5,,,2,5,120,48,40,False,False,False,True,False,True,True,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False
r_5xovsvrs13u7mie,2024-01-24 15:30:50,261,100,2_so,steph,1_yes_internet,2_most_first,2_most_today,169,3,4,,4,3,4,56,42,75,False,False,False,True,False,False,True,True,False,True,False,False,True,False,True,True,False,False,False,True,False,True
r_5y8ny7rytjcotbw,2024-01-30 10:15:44,306,100,3_jr,steph,1_yes_internet,1_some_first,2_most_today,1000,5,5,,5,5,5,200,200,100,False,False,False,True,False,False,True,True,True,True,False,False,True,True,False,True,False,True,False,False,False,True
r_5yfxd0p6oos8p33,2024-01-23 20:34:18,264,100,3_jr,steph,1_yes_internet,1_some_first,3_all_today,102,4,4,,4,4,4,26,26,100,False,False,False,True,False,True,True,True,False,False,False,False,True,False,False,True,False,False,False,True,False,True
r_5yinvgza25dtcoz,2024-01-24 20:46:48,4998,100,4_sr,dist,1_yes_internet,0_none_first,3_all_today,499,6,6,,6,6,6,83,83,100,False,True,False,False,False,True,True,True,True,True,False,False,False,False,False,False,False,True,False,False,False,True
r_5yjzwgmq0rmqbiu,2024-01-24 13:04:05,185,100,0_hs,dist,0_no_internet,3_all_first,3_all_today,5,1,2,,,1,2,5,2,50,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
r_5yknkafpwxtcnpq,2024-01-23 18:28:03,136,100,3_jr,dist,1_yes_internet,3_all_first,3_all_today,311,3,3,,3,3,3,104,104,100,False,True,False,False,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False
r_5yszjirk1cm8pdl,2024-02-04 12:39:48,42,26,4_sr,steph,1_yes_internet,,,,4,5,,,4,5,,,80,False,False,False,True,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
r_5yyvqp4tnnzcewj,2024-01-27 21:10:31,290,100,1_fr,steph,1_yes_internet,0_none_first,3_all_today,302,4,5,,5,4,5,76,60,80,False,False,False,True,False,False,True,True,True,True,False,False,True,False,False,False,False,False,False,True,False,False
r_5zjoop0mx8uwt28,2024-02-01 16:24:27,137,48,5_gr,dist,1_yes_internet,0_none_first,3_all_today,1284,3,3,,1,3,3,428,428,100,False,True,False,False,False,True,True,False,False,True,False,False,True,True,False,True,False,True,False,False,False,False
r_60wuu0cfojrbj7f,2024-01-23 22:37:37,93,100,3_jr,steph,1_yes_internet,2_most_first,1_some_today,,3,4,,,3,4,,,75,False,False,False,True,False,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False
